Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR (UB),"Obj. LR (LB),",Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,BBP,Best iter,Lambda best iter,Gamma best iter
900.0,0.05,5.0,6.0,0.0,0.56008,0.65851,4342.63716,12797.80971,10792.94331,0.56008,4202.0,55031.0,72.81387,5629.99991,0.0,1.0,87.81387,-855.0
900.0,0.05,6.0,10.0,0.0,0.56008,0.65851,4342.63716,12797.80971,10792.94331,0.56008,4202.0,25203.0,85.36628,5629.99991,0.0,1.0,87.81387,-855.0
900.0,0.05,1.0,5.0,0.0,0.5655,0.6495,4500.61253,12922.46715,10631.08493,0.5655,4202.0,55011.0,479.50847,5614.7898,0.0,1.0,88.00847,-855.0
900.0,0.05,2.0,2.0,0.0,0.56997,0.6495,4500.61253,13056.67493,10631.08493,0.56997,4202.0,4203.0,88.00847,5614.7898,0.0,1.0,88.00847,-855.0
900.0,0.05,3.0,5.0,0.0,0.5655,0.6495,4500.61253,12922.46715,10631.08493,0.5655,4202.0,55008.0,840.47275,5614.7898,0.0,1.0,88.00847,-855.0
900.0,0.05,4.0,5.0,0.0,0.5655,0.6495,4500.61253,12922.46715,10631.08493,0.5655,4202.0,55013.0,842.58329,5614.7898,0.0,1.0,88.00847,-855.0
900.0,0.05,5.0,6.0,0.0,0.5655,0.6495,4500.61253,12922.46715,10631.08493,0.5655,4202.0,55033.0,73.00847,5614.7898,0.0,1.0,88.00847,-855.0
900.0,0.05,6.0,10.0,0.0,0.5655,0.6495,4500.61253,12922.46715,10631.08493,0.5655,4202.0,25211.0,85.38687,5614.7898,0.0,1.0,88.00847,-855.0
900.0,0.05,1.0,5.0,0.0,0.56487,0.66089,4379.42252,13001.75344,10640.0343,0.56487,4202.0,55014.0,479.62834,5657.48586,0.0,1.0,88.12834,-855.0
900.0,0.05,2.0,2.0,0.0,0.56917,0.66089,4379.42252,13131.6148,10640.0343,0.56917,4202.0,4205.0,88.12834,5657.48586,0.0,1.0,88.12834,-855.0
900.0,0.05,3.0,5.0,0.0,0.56487,0.66089,4379.42252,13001.75344,10640.0343,0.56487,4202.0,55013.0,840.59262,5657.48586,0.0,1.0,88.12834,-855.0
900.0,0.05,4.0,5.0,0.0,0.56487,0.66089,4379.42252,13001.75344,10640.0343,0.56487,4202.0,55011.0,842.70316,5657.48586,0.0,1.0,88.12834,-855.0
900.0,0.05,5.0,6.0,0.0,0.56487,0.66089,4379.42252,13001.75344,10640.0343,0.56487,4202.0,55034.0,73.12834,5657.48586,0.0,1.0,88.12834,-855.0
900.0,0.05,6.0,10.0,0.0,0.56487,0.66089,4379.42252,13001.75344,10640.0343,0.56487,4202.0,25212.0,85.45862,5657.48586,0.0,1.0,88.12834,-855.0
900.0,0.05,1.0,5.0,0.0,0.56817,0.65007,4542.74735,13058.73899,10705.49064,0.56817,4202.0,55011.0,479.48263,5639.15508,0.0,1.0,87.98263,-855.0
900.0,0.05,2.0,2.0,0.0,0.57193,0.65007,4542.74735,13173.57988,10705.49064,0.57193,4202.0,4203.0,87.98263,5639.15508,0.0,1.0,87.98263,-855.0
900.0,0.05,3.0,5.0,0.0,0.56817,0.65007,4542.74735,13058.73899,10705.49064,0.56817,4202.0,55010.0,840.44691,5639.15508,0.0,1.0,87.98263,-855.0
900.0,0.05,4.0,5.0,0.0,0.56817,0.65007,4542.74735,13058.73899,10705.49064,0.56817,4202.0,55011.0,842.55745,5639.15508,0.0,1.0,87.98263,-855.0
900.0,0.05,5.0,6.0,0.0,0.56817,0.65007,4542.74735,13058.73899,10705.49064,0.56817,4202.0,55032.0,72.98263,5639.15508,0.0,1.0,87.98263,-855.0
900.0,0.05,6.0,10.0,0.0,0.56817,0.65007,4542.74735,13058.73899,10705.49064,0.56817,4202.0,25207.0,85.41604,5639.15508,0.0,1.0,87.98263,-855.0
900.0,0.05,1.0,5.0,0.0,0.57691,0.64596,4540.11717,12904.03291,10331.23636,0.57691,4202.0,55010.0,479.99648,5459.52697,0.0,1.0,88.49648,-855.0
900.0,0.05,2.0,2.0,0.0,0.58111,0.64596,4540.11717,13033.25062,10331.23636,0.58111,4202.0,4203.0,88.49648,5459.52697,0.0,1.0,88.49648,-855.0
900.0,0.05,3.0,5.0,0.0,0.57712,0.64596,4540.11717,12910.44522,10331.23636,0.57712,4202.0,55009.0,840.96077,5459.52697,0.0,1.0,88.49648,-855.0
900.0,0.05,4.0,5.0,0.0,0.57712,0.64596,4540.11717,12910.44522,10331.23636,0.57712,4202.0,55008.0,843.0713,5459.52697,0.0,1.0,88.49648,-855.0
900.0,0.05,5.0,6.0,0.0,0.57712,0.64596,4540.11717,12910.44522,10331.23636,0.57712,4202.0,55034.0,73.49648,5459.52697,0.0,1.0,88.49648,-855.0
900.0,0.05,6.0,10.0,0.0,0.57712,0.64596,4540.11717,12910.44522,10331.23636,0.57712,4202.0,25206.0,85.67144,5459.52697,0.0,1.0,88.49648,-855.0
900.0,0.05,1.0,5.0,0.0,0.57669,0.67486,4115.14071,12751.11273,10443.26091,0.57669,4202.0,55011.0,479.60884,5397.71552,0.0,1.0,88.10884,-855.0
900.0,0.05,2.0,2.0,0.0,0.5804,0.67486,4115.14071,12863.85826,10443.26091,0.5804,4202.0,4203.0,88.10884,5397.71552,0.0,1.0,88.10884,-855.0
900.0,0.05,3.0,5.0,0.0,0.57669,0.67486,4115.14071,12751.11273,10443.26091,0.57669,4202.0,55008.0,840.57312,5397.71552,0.0,1.0,88.10884,-855.0
900.0,0.05,4.0,5.0,0.0,0.57669,0.67486,4115.14071,12751.11273,10443.26091,0.57669,4202.0,55010.0,842.68366,5397.71552,0.0,1.0,88.10884,-855.0
900.0,0.05,5.0,6.0,0.0,0.57669,0.67486,4115.14071,12751.11273,10443.26091,0.57669,4202.0,55034.0,73.10884,5397.71552,0.0,1.0,88.10884,-855.0
900.0,0.05,6.0,10.0,0.0,0.57669,0.67486,4115.14071,12751.11273,10443.26091,0.57669,4202.0,25199.0,85.50696,5397.71552,0.0,1.0,88.10884,-855.0
900.0,0.05,1.0,5.0,0.0,0.56361,0.66571,4315.34442,12977.98104,10636.83456,0.56361,4202.0,55010.0,479.62268,5663.52047,0.0,1.0,88.12268,-855.0
900.0,0.05,2.0,2.0,0.0,0.56735,0.66571,4315.34442,13090.39227,10636.83456,0.56735,4202.0,4202.0,88.12268,5663.52047,0.0,1.0,88.12268,-855.0
900.0,0.05,3.0,5.0,0.0,0.56361,0.66571,4315.34442,12977.98104,10636.83456,0.56361,4202.0,55009.0,840.58697,5663.52047,0.0,1.0,88.12268,-855.0
900.0,0.05,4.0,5.0,0.0,0.56361,0.66571,4315.34442,12977.98104,10636.83456,0.56361,4202.0,55011.0,842.6975,5663.52047,0.0,1.0,88.12268,-855.0
900.0,0.05,5.0,6.0,0.0,0.56361,0.66571,4315.34442,12977.98104,10636.83456,0.56361,4202.0,55040.0,73.12268,5663.52047,0.0,1.0,88.12268,-855.0
900.0,0.05,6.0,10.0,0.0,0.56361,0.66571,4315.34442,12977.98104,10636.83456,0.56361,4202.0,25195.0,85.44393,5663.52047,0.0,1.0,88.12268,-855.0
900.0,0.05,1.0,5.0,0.0,0.57364,0.65528,4400.46598,12838.1465,10502.4306,0.57364,4202.0,55012.0,479.58113,5473.68947,0.0,1.0,88.08113,-855.0
900.0,0.05,2.0,2.0,0.0,0.57827,0.65528,4400.46598,12979.22328,10502.4306,0.57827,4202.0,4203.0,88.08113,5473.68947,0.0,1.0,88.08113,-855.0
900.0,0.05,3.0,5.0,0.0,0.57364,0.65528,4400.46598,12838.1465,10502.4306,0.57364,4202.0,55010.0,840.54542,5473.68947,0.0,1.0,88.08113,-855.0
900.0,0.05,4.0,5.0,0.0,0.57364,0.65528,4400.46598,12838.1465,10502.4306,0.57364,4202.0,55009.0,842.65596,5473.68947,0.0,1.0,88.08113,-855.0
900.0,0.05,5.0,6.0,0.0,0.57364,0.65528,4400.46598,12838.1465,10502.4306,0.57364,4202.0,55039.0,73.08113,5473.68947,0.0,1.0,88.08113,-855.0
900.0,0.05,6.0,10.0,0.0,0.57364,0.65528,4400.46598,12838.1465,10502.4306,0.57364,4202.0,25203.0,85.4647,5473.68947,0.0,1.0,88.08113,-855.0
900.0,0.05,1.0,5.0,0.0,0.5703,0.66968,4236.41409,12901.21897,10558.07351,0.5703,4202.0,55010.0,479.56825,5543.69213,0.0,1.0,88.06825,-855.0
900.0,0.05,2.0,2.0,0.0,0.57438,0.66968,4236.41409,13025.06031,10558.07351,0.57438,4202.0,4203.0,88.06825,5543.69213,0.0,1.0,88.06825,-855.0
900.0,0.05,3.0,5.0,0.0,0.57011,0.66968,4236.41409,12895.55641,10558.07351,0.57011,4202.0,55011.0,840.53254,5543.69213,0.0,1.0,88.06825,-855.0
900.0,0.05,4.0,5.0,0.0,0.5703,0.66968,4236.41409,12901.21897,10558.07351,0.5703,4202.0,55014.0,842.64307,5543.69213,0.0,1.0,88.06825,-855.0
900.0,0.05,5.0,6.0,0.0,0.5703,0.66968,4236.41409,12901.21897,10558.07351,0.5703,4202.0,55038.0,73.06825,5543.69213,0.0,1.0,88.06825,-855.0
900.0,0.05,6.0,10.0,0.0,0.5703,0.66968,4236.41409,12901.21897,10558.07351,0.5703,4202.0,25196.0,85.43822,5543.69213,0.0,1.0,88.06825,-855.0
900.0,0.05,1.0,5.0,0.0,0.56717,0.67465,4185.59952,12931.5442,10757.1093,0.56717,4202.0,55009.0,479.48389,5597.17258,0.0,1.0,87.98389,-855.0
900.0,0.05,2.0,2.0,0.0,0.57125,0.67465,4185.59952,13054.64021,10757.1093,0.57125,4202.0,4202.0,87.98389,5597.17258,0.0,1.0,87.98389,-855.0
900.0,0.05,3.0,5.0,0.0,0.56698,0.67465,4185.59952,12925.86614,10757.1093,0.56698,4202.0,55008.0,840.44817,5597.17258,0.0,1.0,87.98389,-855.0
900.0,0.05,4.0,5.0,0.0,0.56717,0.67465,4185.59952,12931.5442,10757.1093,0.56717,4202.0,55009.0,842.55871,5597.17258,0.0,1.0,87.98389,-855.0
900.0,0.05,5.0,6.0,0.0,0.56717,0.67465,4185.59952,12931.5442,10757.1093,0.56717,4202.0,55036.0,72.98389,5597.17258,0.0,1.0,87.98389,-855.0
900.0,0.05,6.0,10.0,0.0,0.56717,0.67465,4185.59952,12931.5442,10757.1093,0.56717,4202.0,25198.0,85.51485,5597.17258,0.0,1.0,87.98389,-855.0
900.0,0.05,1.0,5.0,0.0,0.56701,0.66478,4327.06057,12975.9514,10658.68473,0.56701,4202.0,55012.0,479.56023,5618.44558,0.0,1.0,88.06023,-855.0
900.0,0.05,2.0,2.0,0.0,0.5708,0.66478,4327.06057,13090.48223,10658.68473,0.5708,4202.0,4205.0,88.06023,5618.44558,0.0,1.0,88.06023,-855.0
900.0,0.05,3.0,5.0,0.0,0.56701,0.66478,4327.06057,12975.9514,10658.68473,0.56701,4202.0,55014.0,840.52452,5618.44558,0.0,1.0,88.06023,-855.0
900.0,0.05,4.0,5.0,0.0,0.56701,0.66478,4327.06057,12975.9514,10658.68473,0.56701,4202.0,55015.0,842.63505,5618.44558,0.0,1.0,88.06023,-855.0
900.0,0.05,5.0,6.0,0.0,0.56701,0.66478,4327.06057,12975.9514,10658.68473,0.56701,4202.0,55036.0,73.06023,5618.44558,0.0,1.0,88.06023,-855.0
900.0,0.05,6.0,10.0,0.0,0.56701,0.66478,4327.06057,12975.9514,10658.68473,0.56701,4202.0,25224.0,85.45805,5618.44558,0.0,1.0,88.06023,-855.0
900.0,0.05,1.0,5.0,0.0,0.56366,0.64627,4552.26207,12939.21901,10550.80675,0.56366,4202.0,55011.0,479.65278,5645.91308,0.0,1.0,88.15278,-855.0
900.0,0.05,2.0,2.0,0.0,0.56793,0.64627,4552.26207,13067.25481,10550.80675,0.56793,4202.0,4205.0,88.15278,5645.91308,0.0,1.0,88.15278,-855.0
900.0,0.05,3.0,5.0,0.0,0.56366,0.64627,4552.26207,12939.21901,10550.80675,0.56366,4202.0,55009.0,840.61706,5645.91308,0.0,1.0,88.15278,-855.0
900.0,0.05,4.0,5.0,0.0,0.56366,0.64627,4552.26207,12939.21901,10550.80675,0.56366,4202.0,55012.0,842.7276,5645.91308,0.0,1.0,88.15278,-855.0
900.0,0.05,5.0,6.0,0.0,0.56366,0.64627,4552.26207,12939.21901,10550.80675,0.56366,4202.0,55038.0,73.15278,5645.91308,0.0,1.0,88.15278,-855.0
900.0,0.05,6.0,10.0,0.0,0.56366,0.64627,4552.26207,12939.21901,10550.80675,0.56366,4202.0,25203.0,85.39938,5645.91308,0.0,1.0,88.15278,-855.0
900.0,0.05,1.0,5.0,0.0,0.56655,0.67102,4258.25544,13020.88622,10641.31967,0.56655,4204.0,55014.0,479.50529,5643.89069,0.0,1.0,88.00529,-855.0
900.0,0.05,2.0,2.0,0.0,0.57113,0.67102,4258.25544,13159.78798,10641.31967,0.57113,4204.0,4203.0,88.00529,5643.89069,0.0,1.0,88.00529,-855.0
900.0,0.05,3.0,5.0,0.0,0.56655,0.67102,4258.25544,13020.88622,10641.31967,0.56655,4204.0,55008.0,840.46958,5643.89069,0.0,1.0,88.00529,-855.0
900.0,0.05,4.0,5.0,0.0,0.56655,0.67102,4258.25544,13020.88622,10641.31967,0.56655,4204.0,55022.0,842.58011,5643.89069,0.0,1.0,88.00529,-855.0
900.0,0.05,5.0,6.0,0.0,0.56655,0.67102,4258.25544,13020.88622,10641.31967,0.56655,4204.0,55030.0,73.00529,5643.89069,0.0,1.0,88.00529,-855.0
900.0,0.05,6.0,8.0,0.0,0.56068,0.67102,4258.25544,12846.77785,8903.39793,0.56068,4204.0,55037.0,15.63204,5643.89069,0.0,6.0,95.66412,45.0
900.0,0.05,1.0,5.0,0.0,0.56411,0.67936,4156.83368,13041.60043,10842.21282,0.56411,4202.0,55011.0,479.3447,5684.75441,0.0,1.0,87.8447,-855.0
900.0,0.05,2.0,2.0,0.0,0.5684,0.67936,4156.83368,13171.36577,10842.21282,0.5684,4202.0,4203.0,87.8447,5684.75441,0.0,1.0,87.8447,-855.0
900.0,0.05,3.0,5.0,0.0,0.56411,0.67936,4156.83368,13041.60043,10842.21282,0.56411,4202.0,55009.0,840.30898,5684.75441,0.0,1.0,87.8447,-855.0
900.0,0.05,4.0,5.0,0.0,0.56411,0.67936,4156.83368,13041.60043,10842.21282,0.56411,4202.0,55012.0,842.41952,5684.75441,0.0,1.0,87.8447,-855.0
900.0,0.05,5.0,6.0,0.0,0.56411,0.67936,4156.83368,13041.60043,10842.21282,0.56411,4202.0,55038.0,72.8447,5684.75441,0.0,1.0,87.8447,-855.0
900.0,0.05,6.0,10.0,0.0,0.56411,0.67936,4156.83368,13041.60043,10842.21282,0.56411,4202.0,25225.0,85.38806,5684.75441,0.0,1.0,87.8447,-855.0
900.0,0.05,1.0,5.0,0.0,0.56145,0.65468,4423.11659,12896.40907,10684.1636,0.56145,4202.0,55013.0,479.35006,5655.77752,0.0,1.0,87.85006,-855.0
900.0,0.05,2.0,2.0,0.0,0.56547,0.65468,4423.11659,13015.77627,10684.1636,0.56547,4202.0,4204.0,87.85006,5655.77752,0.0,1.0,87.85006,-855.0
900.0,0.05,3.0,5.0,0.0,0.56145,0.65468,4423.11659,12896.40907,10684.1636,0.56145,4202.0,55012.0,840.31434,5655.77752,0.0,1.0,87.85006,-855.0
900.0,0.05,4.0,5.0,0.0,0.56182,0.65468,4423.11659,12907.55667,10684.1636,0.56182,4202.0,55015.0,842.42488,5655.77752,0.0,1.0,87.85006,-855.0
900.0,0.05,5.0,6.0,0.0,0.56145,0.65468,4423.11659,12896.40907,10684.1636,0.56145,4202.0,55034.0,72.85006,5655.77752,0.0,1.0,87.85006,-855.0
900.0,0.05,6.0,10.0,0.0,0.56145,0.65468,4423.11659,12896.40907,10684.1636,0.56145,4202.0,25230.0,85.25813,5655.77752,0.0,1.0,87.85006,-855.0
900.0,0.05,1.0,5.0,0.0,0.5783,0.65394,4448.96785,12924.47869,10538.6371,0.5783,4202.0,55009.0,479.68605,5450.20336,0.0,1.0,88.18605,-855.0
900.0,0.05,2.0,2.0,0.0,0.58274,0.65394,4448.96785,13061.8071,10538.6371,0.58274,4202.0,4202.0,88.18605,5450.20336,0.0,1.0,88.18605,-855.0
900.0,0.05,3.0,5.0,0.0,0.57871,0.65394,4448.96785,12936.9219,10538.6371,0.57871,4202.0,55010.0,840.65033,5450.20336,0.0,1.0,88.18605,-855.0
900.0,0.05,4.0,5.0,0.0,0.57871,0.65394,4448.96785,12936.9219,10538.6371,0.57871,4202.0,55011.0,842.76087,5450.20336,0.0,1.0,88.18605,-855.0
900.0,0.05,5.0,6.0,0.0,0.57871,0.65394,4448.96785,12936.9219,10538.6371,0.57871,4202.0,55030.0,73.18605,5450.20336,0.0,1.0,88.18605,-855.0
900.0,0.05,6.0,10.0,0.0,0.57871,0.65394,4448.96785,12936.9219,10538.6371,0.57871,4202.0,25202.0,85.62062,5450.20336,0.0,1.0,88.18605,-855.0
900.0,0.05,1.0,5.0,0.0,0.56983,0.66397,4300.67035,12868.23361,10604.19942,0.56983,4202.0,55009.0,479.53876,5535.48797,0.0,1.0,88.03876,-855.0
900.0,0.05,2.0,2.0,0.0,0.57438,0.66397,4300.67035,13005.76022,10604.19942,0.57438,4202.0,4203.0,88.03876,5535.48797,0.0,1.0,88.03876,-855.0
900.0,0.05,3.0,5.0,0.0,0.56983,0.66397,4300.67035,12868.23361,10604.19942,0.56983,4202.0,55010.0,840.50305,5535.48797,0.0,1.0,88.03876,-855.0
900.0,0.05,4.0,5.0,0.0,0.57018,0.66397,4300.67035,12878.71491,10604.19942,0.57018,4202.0,55011.0,842.61358,5535.48797,0.0,1.0,88.03876,-855.0
900.0,0.05,5.0,6.0,0.0,0.56983,0.66397,4300.67035,12868.23361,10604.19942,0.56983,4202.0,55032.0,73.03876,5535.48797,0.0,1.0,88.03876,-855.0
900.0,0.05,6.0,10.0,0.0,0.56983,0.66397,4300.67035,12868.23361,10604.19942,0.56983,4202.0,25195.0,85.46861,5535.48797,0.0,1.0,88.03876,-855.0
900.0,0.05,1.0,5.0,0.0,0.56536,0.6554,4401.22196,12855.47097,10634.01397,0.56536,4202.0,55011.0,479.6305,5587.45447,0.0,1.0,88.1305,-855.0
900.0,0.05,2.0,2.0,0.0,0.56955,0.6554,4401.22196,12980.60163,10634.01397,0.56955,4202.0,4205.0,88.1305,5587.45447,0.0,1.0,88.1305,-855.0
900.0,0.05,3.0,5.0,0.0,0.56536,0.6554,4401.22196,12855.47097,10634.01397,0.56536,4202.0,55013.0,840.59479,5587.45447,0.0,1.0,88.1305,-855.0
900.0,0.05,4.0,5.0,0.0,0.56536,0.6554,4401.22196,12855.47097,10634.01397,0.56536,4202.0,55018.0,842.70533,5587.45447,0.0,1.0,88.1305,-855.0
900.0,0.05,5.0,6.0,0.0,0.56536,0.6554,4401.22196,12855.47097,10634.01397,0.56536,4202.0,55035.0,73.1305,5587.45447,0.0,1.0,88.1305,-855.0
900.0,0.05,6.0,10.0,0.0,0.56536,0.6554,4401.22196,12855.47097,10634.01397,0.56536,4202.0,25197.0,85.52736,5587.45447,0.0,1.0,88.1305,-855.0
900.0,0.05,1.0,5.0,0.0,0.5665,0.65113,4488.43407,12936.65092,10549.88467,0.5665,4202.0,55012.0,479.57854,5608.0648,0.0,1.0,88.07854,-855.0
900.0,0.05,2.0,2.0,0.0,0.57064,0.65113,4488.43407,13061.4249,10549.88467,0.57064,4202.0,4208.0,88.07854,5608.0648,0.0,1.0,88.07854,-855.0
900.0,0.05,3.0,5.0,0.0,0.5665,0.65113,4488.43407,12936.65092,10549.88467,0.5665,4202.0,55014.0,840.54283,5608.0648,0.0,1.0,88.07854,-855.0
900.0,0.05,4.0,5.0,0.0,0.5665,0.65113,4488.43407,12936.65092,10549.88467,0.5665,4202.0,55011.0,842.65336,5608.0648,0.0,1.0,88.07854,-855.0
900.0,0.05,5.0,6.0,0.0,0.5665,0.65113,4488.43407,12936.65092,10549.88467,0.5665,4202.0,55037.0,73.07854,5608.0648,0.0,1.0,88.07854,-855.0
900.0,0.05,6.0,10.0,0.0,0.5665,0.65113,4488.43407,12936.65092,10549.88467,0.5665,4202.0,25197.0,85.37168,5608.0648,0.0,1.0,88.07854,-855.0
